"entrezID","genename"
"145853","C15orf61"
"145858","C15orf32"
"145864","HAPLN3"
"145873","MESP2"
"145908","LOC145908"
"145942","TMCO5A"
"145946","SPATA8"
"145957","NRG4"
"146050","ZSCAN29"
"146057","TTBK2"
"146059","CDAN1"
"146167","SLC38A8"
"146177","VWA3A"
"146183","OTOA"
"146198","ZFP90"
"146206","RLTPR"
"146212","KCTD19"
"146223","CMTM4"
"146225","CMTM2"
"146227","BEAN"
"146279","TEKT5"
"146310","RNF151"
"146325","C16orf11"
"146330","FBXL16"
"146378","FLJ25404"
"146395","GSG1L"
"146429","LOC146429"
"146433","IL34"
"146434","ZNF597"
"146439","CCDC64B"
"146456","TMED6"
"146540","ZNF785"
"146542","ZNF688"
"146547","PRSS36"
"146556","C16orf89"
"146562","C16orf71"
"146664","MGAT5B"
"146691","TOM1L2"
"146705","C17orf56"
"146712","B3GNTL1"
"146713","hCG_1776007"
"146722","CD300LF"
"146723","C17orf77"
"146754","DNAH2"
"146760","RTN4RL1"
"146779","EFCAB3"
"146802","SLC47A2"
"146822","CDRT15"
"146845","WDR16"
"146849","CCDC42"
"146850","PIK3R6"
"146852","ODF4"
"146853","C17orf50"
"146857","SLFN13"
"146861","AMAC1"
"146862","UNC45B"
"146894","CD300LG"
"146909","KIF18B"
"146923","RUNDC1"
"146956","EME1"
"147007","TMEM199"
"147011","PROCA1"
"147015","DHRS13"
"147040","KCTD11"
"147111","NOTUM"
"147138","TMC8"
"147166","TRIM16L"
"147179","WIPF2"
"147183","KRT25"
"147184","TMEM99"
"147199","SCGB1C1"
"147323","STARD6"
"147339","C18orf25"
"147372","CCBE1"
"147381","CBLN2"
"147407","MCART2"
"147409","DSG4"
"147463","ANKRD29"
"147495","APCDD1"
"147645","LOC147645"
"147646","LOC147646"
"147657","ZNF480"
"147658","ZNF534"
"147660","ZNF578"
"147670","LOC147670"
"147685","C19orf18"
"147686","ZNF418"
"147687","ZNF417"
"147694","ZNF548"
"147699","FLJ40125"
"147700","KLC3"
"147710","LOC147710"
"147719","LYPD4"
"147741","ZNF560"
"147744","TMEM190"
"147746","HIPK4"
"147798","TMC4"
"147807","ZNF524"
"147808","ZNF784"
"147837","ZNF563"
"147841","SPC24"
"147872","CCDC155"
"147906","DACT3"
"147912","SIX5"
"147920","IGFL2"
"147923","ZNF420"
"147929","ZNF565"
"147945","NLRP4"
"147948","ZNF582"
"147949","ZNF583"
"147965","FAM98C"
"147968","CAPN12"
"147991","DPY19L3"
"148003","LOC148003"
"148014","TTC9B"
"148022","TICAM1"
"148066","ZNRF4"
"148103","ZNF599"
"148109","FAM187B"
"148113","CILP2"
"148137","C19orf55"
"148142","OVOL3"
"148156","ZNF558"
"148170","CDC42EP5"
"148198","ZNF98"
"148206","ZNF714"
"148213","ZNF681"
"148223","C19orf25"
"148229","ATP8B3"
"148230","LOC148230"
"148252","DIRAS1"
"148254","ZNF555"
"148266","ZNF569"
"148268","ZNF570"
"148281","SYT6"
"148304","C1orf74"
"148327","CREB3L4"
"148345","C1orf127"
"148362","C1orf58"
"148398","SAMD11"
"148418","SAMD13"
"148423","C1orf52"
"148479","PHF13"
"148523","C1orf51"
"148534","TMEM56"
"148545","NBPF4"
"148581","UBE2U"
"148638","LOC148638"
"148641","SLC35F3"
"148738","HFE2"
"148741","ANKRD35"
"148753","FAM163A"
"148766","LOC148766"
"148789","B3GALNT2"
"148808","MFSD4"
"148811","PM20D1"
"148823","C1orf150"
"148867","SLC30A7"
"148870","CCDC27"
"148898","C1orf213"
"148930","KNCN"
"148932","MOBKL2C"
"148979","GLIS1"
"148987","LOC148987"
"149013","KIAA1245"
"149018","LELP1"
"149041","RC3H1"
"149069","DCDC2B"
"149076","ZNF362"
"149095","DCST1"
"149111","CNIH3"
"149157","LOC149157"
"149175","MANEAL"
"149194","LOC149194"
"149233","IL23R"
"149278","LOC149278"
"149281","METTL11B"
"149297","FAM78B"
"149345","SHISA4"
"149371","EXOC8"
"149401","LOC149401"
"149420","PDIK1L"
"149428","BNIPL"
"149461","CLDN19"
"149465","WDR65"
"149466","C1orf210"
"149469","C1orf84"
"149473","CCDC24"
"149478","LOC149478"
"149483","CCDC17"
"149499","C1orf92"
"149563","C1orf64"
"149603","RNF187"
"149628","PYHIN1"
"149643","C1orf227"
"149647","FAM71A"
"149650","RP11-93B14.6"
"149684","LOC149684"
"149685","ADIG"
"149699","GTSF1L"
"149703","LOC149703"
"149708","WFDC5"
"149832","LOC149832"
"149840","C20orf196"
"149951","COMMD7"
"149954","C20orf186"
"149986","LSM14B"
"149998","LIPI"
"150005","LOC150005"
"150082","LCA5L"
"150084","IGSF5"
"150094","SIK1"
"150159","NHEDC1"
"150160","CCT8L2"
"150165","XKR3"
"150166","LOC150166"
"150209","AIFM3"
"150221","RIMBP3C"
"150223","YDJC"
"150248","C22orf15"
"150274","HSCB"
"150275","CCDC117"
"150280","HORMAD2"
"150290","DUSP18"
"150297","C22orf42"
"150350","ENTHD1"
"150353","DNAJB7"
"150356","CHADL"
"150365","MEI1"
"150368","FAM109B"
"150372","NFAM1"
"150378","FLJ30901"
"150379","PNPLA5"
"150383","C22orf40"
"150465","TTL"
"150468","CKAP2L"
"150472","CBWD2"
"150483","TEKT4"
"150572","SMYD1"
"150590","C2orf15"
"150677","OTOS"
"150678","MYEOV2"
"150681","OR6B3"
"150684","COMMD1"
"150696","PROM2"
"150709","ANKAR"
"150726","FBXO41"
"150737","TTC30B"
"150763","LOC150763"
"150771","ITPRIPL1"
"150786","LOC150786"
"150864","FAM117B"
"150921","TCF23"
"150935","LOC150935"
"150962","PUS10"
"150967","DKFZp434H1419"
"150992","DKFZp434G179"
"151011","SEPT10"
"151050","C2orf67"
"151056","PLB1"
"151112","ZSWIM2"
"151126","ZNF385B"
"151146","LOC151146"
"151171","LOC151171"
"151176","FAM132B"
"151188","ARL6IP6"
"151194","FAM119A"
"151195","CCNYL1"
"151230","KLHL23"
"151234","LOC151234"
"151242","PPP1R1C"
"151246","SGOL2"
"151254","ALS2CR11"
"151258","SLC38A11"
"151278","CCDC140"
"151295","SLC23A3"
"151306","GPBAR1"
"151313","FAHD2B"
"151354","FAM84A"
"151393","FAM82A1"
"151438","LOC151438"
"151449","GDF7"
"151473","SLC16A14"
"151475","LOC151475"
"151484","LOC151484"
"151516","ASPRV1"
"151525","WDSUB1"
"151531","UPP2"
"151556","GPR155"
"151613","TTC14"
"151636","DTX3L"
"151647","FAM19A4"
"151648","SGOL1"
"151649","C3orf48"
"151651","EFHB"
"151657","LOC151657"
"151742","PPM1L"
"151790","WDR49"
"151827","LRRC34"
"151835","CPNE9"
"151871","DPPA2"
"151877","LOC151877"
"151878","LOC151878"
"151887","CCDC80"
"151888","BTLA"
"151903","CCDC12"
"151963","C3orf59"
"151987","PPP4R2"
"152002","C3orf21"
"152006","RNF38"
"152007","GLIPR2"
"152015","ROPN1B"
"152048","FLJ31715"
"152065","C3orf22"
"152078","C3orf55"
"152098","ZCWPW2"
"152100","CMC1"
"152110","NEK10"
"152118","LOC152118"
"152137","CCDC50"
"152138","PYDC2"
"152185","CCDC52"
"152189","CMTM8"
"152206","CCDC13"
"152273","FGD5"
"152274","LOC152274"
"152275","LOC152275"
"152286","LOC152286"
"152330","CNTN4"
"152404","IGSF11"
"152405","C3orf30"
"152485","ZNF827"
"152503","SH3D19"
"152518","NFXL1"
"152519","NPAL1"
"152559","PAQR3"
"152573","SHISA3"
"152578","LOC152578"
"152579","SCFD2"
"152586","LOC152586"
"152687","ZNF595"
"152719","LOC152719"
"152742","LOC152742"
"152756","C4orf39"
"152789","JAKMIP1"
"152815","THAP6"
"152816","C4orf26"
"152831","KLB"
"152877","FAM53A"
"152926","PPM1K"
"152940","C4orf45"
"152956","FLJ12425"
"152992","C4orf23"
"153020","RASGEF1B"
"153090","DAB2IP"
"153129","SLC38A9"
"153201","SLC36A2"
"153218","SPINK5L3"
"153222","C5orf41"
"153241","CEP120"
"153328","LOC153328"
"153339","TMEM167A"
"153346","LOC153346"
"153364","LOC153364"
"153396","TMEM161B"
"153443","SRFBP1"
"153469","LOC153469"
"153478","PLEKHG4B"
"153527","ZMAT2"
"153562","MARVELD2"
"153571","C5orf38"
"153572","IRX2"
"153577","LOC153577"
"153579","BTNL9"
"153642","ARSK"
"153643","FAM81B"
"153657","TTC23L"
"153682","LOC153682"
"153733","CCDC112"
"153745","FAM71B"
"153768","PRELID2"
"153769","SH3RF2"
"153770","PLAC8L1"
"153811","LOC153811"
"153830","RNF145"
"153918","FAM164B"
"154007","SNRNP48"
"154043","CNKSR3"
"154064","RAET1L"
"154075","SAMD3"
"154091","SLC2A12"
"154092","LOC154092"
"154141","MBOAT1"
"154150","HDGFL1"
"154197","PNLDC1"
"154214","RNF217"
"154215","NKAIN2"
"154288","C6orf221"
"154313","C6orf165"
"154386","C6orf195"
"154442","C6orf112"
"154467","C6orf129"
"154661","RUNDC3B"
"154664","ABCA13"
"154743","C7orf60"
"154790","CLEC2L"
"154791","C7orf55"
"154796","AMOT"
"154807","VKORC1L1"
"154810","AMOTL1"
"154860","LOC154860"
"154865","IQUB"
"154881","KCTD7"
"154907","C7orf66"
"155006","TMEM213"
"155038","GIMAP8"
"155051","CRYGN"
"155054","ZNF425"
"155060","ZNF783"
"155061","ZNF746"
"155066","ATP6V0E2"
"155100","CCT8L1"
"155184","SLC2A7"
"155185","AMZ1"
"155368","WBSCR27"
"155382","VPS37D"
"155400","NSUN5B"
"155435","RBM33"
"155465","AGR3"
"157273","LOC157273"
"157278","LOC157278"
"157285","PRAGMIN"
"157310","PEBP4"
"157313","CDCA2"
"157378","TMEM65"
"157503","LOC157503"
"157506","RDH10"
"157562","LOC157562"
"157567","ANKRD46"
"157570","ESCO2"
"157574","FBXO16"
"157638","FAM84B"
"157657","C8orf37"
"157680","VPS13B"
"157695","C8orf42"
"157697","ERICH1"
"157724","SLC7A13"
"157753","TMEM74"
"157769","FAM91A1"
"157773","C8orf48"
"157777","C8orf45"
"157807","RLBP1L1"
"157848","NKX6-3"
"157855","KCNU1"
"157860","LOC157860"
"157869","C8orf84"
"157922","CAMSAP1"
"157931","LOC157931"
"157983","C9orf66"
"158038","LINGO2"
"158046","NXNL2"
"158055","C9orf163"
"158056","MAMDC4"
"158062","LCN6"
"158067","C9orf98"
"158131","OR1Q1"
"158135","TTLL11"
"158158","RASEF"
"158219","TTC39B"
"158234","RG9MTD3"
"158248","TTC16"
"158257","LOC158257"
"158293","FAM120AOS"
"158297","FAM154A"
"158301","LOC158301"
"158326","FREM1"
"158358","KIAA2026"
"158399","ZNF483"
"158401","C9orf84"
"158402","LOC158402"
"158405","KIAA1958"
"158427","C9orf97"
"158431","ZNF782"
"158434","LOC158434"
"158435","LOC158435"
"158471","PRUNE2"
"158506","ZNF645"
"158511","CSAG1"
"158521","FMR1NB"
"158584","FAAH2"
"158586","ZXDB"
"158724","FAM47A"
"158747","MOSPD2"
"158763","RP13-102H20.1"
"158787","RIBC1"
"158798","AKAP14"
"158800","RHOXF1"
"158809","MAGEB6"
"158830","CXorf65"
"158833","AWAT1"
"158835","AWAT2"
"158863","LOC158863"
"158866","ZDHHC15"
"158880","USP51"
"158931","TCEAL6"
"158960","LOC158960"
"158983","H2BFWT"
"159013","CXorf38"
"159090","FAM122B"
"159091","FAM122C"
"159110","LOC159110"
"159119","HSFY2"
"159163","RBMY1F"
"159195","USP54"
"159296","NKX2-3"
"159371","TMEM20"
"159686","CCDC147"
"159963","SLC5A12"
"159989","CCDC67"
"160065","PATE1"
"160140","C11orf65"
"160287","LDHAL6A"
"160298","C11orf42"
"160335","TMTC2"
"160364","CLEC12A"
"160365","CLECL1"
"160418","TMTC3"
"160419","C12orf50"
"160428","ALDH1L2"
"160492","IFLTD1"
"160518","DENND5B"
"160622","GRASP"
"160728","SLC5A8"
"160760","PPTC7"
"160762","CCDC63"
"160777","CCDC60"
"160851","DGKH"
"160857","CCDC122"
"160897","GPR180"
"161003","STOML3"
"161142","FAM71D"
"161145","C14orf83"
"161159","C14orf84"
"161176","C14orf49"
"161198","CLEC14A"
"161247","FIT1"
"161253","REM2"
"161291","TMEM30B"
"161357","MDGA2"
"161394","C14orf174"
"161424","C14orf21"
"161436","EML5"
"161497","STRC"
"161502","C15orf26"
"161514","TBC1D21"
"161527","LOC161527"
"161582","DYX1C1"
"161725","OTUD7A"
"161742","SPRED1"
"161753","ODF3L1"
"161779","PGBD4"
"161823","ADAL"
"161829","EXD1"
"161835","FSIP1"
"161882","ZFPM1"
"161931","ADAD2"
"162073","ITPRIPL2"
"162083","C16orf82"
"162239","ZFP1"
"162282","ANKFN1"
"162333","MARCH10"
"162387","MFSD6L"
"162394","SLFN5"
"162417","NAGS"
"162427","FAM134C"
"162461","TMEM92"
"162466","PHOSPHO1"
"162494","RHBDL3"
"162514","TRPV3"
"162515","SLC16A11"
"162517","FBXO39"
"162540","IMP5"
"162605","KRT28"
"162655","ZNF519"
"162681","C18orf54"
"162699","TCEB3C"
"162962","ZNF836"
"162963","ZNF610"
"162966","ZNF600"
"162967","ZNF320"
"162968","ZNF497"
"162972","ZNF550"
"162979","ZNF296"
"162989","DEDD2"
"162993","ZNF846"
"162998","OR7D2"
"163033","ZNF579"
"163049","ZNF791"
"163050","ZNF564"
"163051","ZNF709"
"163059","ZNF433"
"163071","ZNF114"
"163081","ZNF567"
"163087","ZNF383"
"163115","ZNF781"
"163126","EID2"
"163131","ZNF780B"
"163154","MGC24975"
"163175","LGI4"
"163183","C19orf46"
"163223","ZNF676"
"163227","ZNF100"
"163230","FLJ37743"
"163255","ZNF540"
"163259","DENND2C"
"163351","GBP6"
"163404","PAP2D"
"163479","FNDC7"
"163486","DENND1B"
"163589","TDRD5"
"163590","TOR1AIP2"
"163688","CALML6"
"163702","IL28RA"
"163732","CITED4"
"163747","C1orf177"
"163778","SPRR4"
"163782","KANK4"
"163786","SASS6"
"163859","C1orf55"
"163882","C1orf71"
"163933","FAM43B"
"164022","PPIAL4A"
"164045","HFM1"
"164091","PAQR7"
"164118","TTC24"
"164127","C1orf65"
"164153","UBL4B"
"164237","WFDC13"
"164284","APCDD1L"
"164312","LRRN4"
"164395","TTLL9"
"164592","CCDC116"
"164633","CABP7"
"164656","TMPRSS6"
"164668","APOBEC3H"
"164684","WBP2NL"
"164714","TTLL8"
"164781","WDR69"
"164832","LONRF2"
"165055","CCDC138"
"165082","GPR113"
"165100","C2orf57"
"165140","OXER1"
"165186","FAM179A"
"165215","FAM171B"
"165257","C1QL2"
"165324","UBXN2A"
"165530","CLEC4F"
"165545","DQX1"
"165631","PARP15"
"165679","C3orf57"
"165721","DNAJB8"
"165829","GPR156"
"165904","XIRP1"
"165918","RNF168"
"166012","CHST13"
"166336","PRICKLE2"
"166348","KLHDC6"
"166378","SPATA5"
"166379","BBS12"
"166614","DCLK2"
"166647","GPR125"
"166655","TRIM60"
"166752","FREM3"
"166785","MMAA"
"166793","ZNF509"
"166815","TIGD2"
"166824","RASSF6"
"166863","RBM46"
"166929","SGMS2"
"166968","MIER3"
"166979","CDC20B"
"167127","UGT3A2"
"167153","PAPD4"
"167227","DCP2"
"167359","MGC42105"
"167410","LIX1"
"167465","ZNF366"
"167555","FAM151B"
"167681","PRSS35"
"167691","LCA5"
"167826","OLIG3"
"167838","TXLNB"
"168002","DACT2"
"168090","C6orf118"
"168188","LOC168188"
"168374","ZNF92"
"168391","GALNTL5"
"168400","DDX53"
"168417","ZNF679"
"168433","RNF133"
"168451","THAP5"
"168455","FLJ36031"
"168507","PKD1L1"
"168537","GIMAP7"
"168544","ZNF467"
"168620","BHLHA15"
"168667","BMPER"
"168850","ZNF800"
"168975","CNBD1"
"169026","SLC30A8"
"169044","COL22A1"
"169166","SNX31"
"169200","TMEM64"
"169270","ZNF596"
"169355","IDO2"
"169436","C9orf96"
"169522","KCNV2"
"169611","OLFML2A"
"169693","C9orf71"
"169714","QSOX2"
"169792","GLIS3"
"169834","LOC169834"
"169841","ZNF169"
"169966","FAM46D"
"169981","SPIN3"
"170062","FAM47B"
"170063","CXorf22"
"170067","FAM48B2"
"170082","TCEANC"
"170261","ZCCHC12"
"170302","ARX"
"170370","FAM170B"
"170371","C10orf128"
"170384","FUT11"
"170392","OIT3"
"170393","C10orf91"
"170394","PWWP2B"
"170425","LOC170425"
"170463","SSBP4"
"170482","CLEC4C"
"170487","C20orf134"
"170506","DHX36"
"170557","UBL6"
"170572","HTR3C"
"170575","GIMAP1"
"170589","GPHA2"
"170591","S100Z"
"170622","COMMD6"
"170626","XAGE3"
"170627","XAGE5"
"170679","PSORS1C1"
"170680","PSORS1C2"
"170685","NUDT10"
"170689","ADAMTS15"
"170690","ADAMTS16"
"170691","ADAMTS17"
"170692","ADAMTS18"
"170712","COX7B2"
"170794","C17orf33"
"170825","GSX2"
"170850","KCNG3"
"170954","KIAA1949"
"170959","ZNF431"
"170960","ZNF721"
"170961","ANKRD24"
"171017","ZNF384"
"171019","ADAMTS19"
"171023","ASXL1"
"171024","SYNPO2"
"171169","SPACA4"
"171177","RHOV"
"171389","NLRP6"
"171392","ZNF675"
"171425","CLYBL"
"171482","FAM9A"
"171483","FAM9B"
"171484","FAM9C"
"171489","SPANXE"
"171490","SPANXF1"
"171491","SPANXF2"
"171546","C14orf147"
"171558","PTCRA"
"171568","POLR3H"
"171586","ABHD3"
"191585","PLAC4"
"191593","C22orf17"
"192111","PGAM5"
"192134","B3GNT6"
"192286","HIGD2A"
"192666","KRT24"
"192668","CYS1"
"192669","EIF2C3"
"192670","EIF2C4"
"192683","SCAMP5"
"195814","SDR16C5"
"195827","C9orf21"
"195828","ZNF367"
"196051","PPAPDC1A"
"196074","METT5D1"
"196264","MPZL3"
"196294","IMMP1L"
"196296","DCDC5"
"196335","OR56B4"
"196374","KRT78"
"196383","RILPL2"
"196385","DNAH10"
"196394","AMN1"
"196403","DTX3"
"196410","METTL7B"
"196415","LOC196415"
"196441","ZFC3H1"
"196446","C12orf28"
"196463","PLBD2"
"196472","FAM71C"
"196477","C12orf12"
"196483","FAM86A"
"196489","LOC196489"
"196500","C12orf53"
"196513","DCP1B"
"196527","ANO6"
"196528","ARID2"
"196541","C13orf39"
"196740","C10orf72"
"196743","PAOX"
"196792","FAM24B"
"196860","C14orf67"
"196883","ADCY4"
"196913","LOC196913"
"196951","C15orf33"
"196993","LOC196993"
"196996","GRAMD2"
"197021","LCTL"
"197131","UBR1"
"197135","PATL2"
"197257","LDHD"
"197258","FUK"
"197259","MLKL"
"197320","ZNF778"
"197322","ACSF3"
"197335","WDR90"
"197342","EME2"
"197350","LOC197350"
"197358","NLRC3"
"197370","NSMCE1"
"197387","LOC197387"
"197407","ZNF48"
"198437","C20orf201"
"199221","DZIP1L"
"199223","TTC21A"
"199675","C19orf59"
"199692","ZNF627"
"199699","DAND5"
"199704","ZNF585A"
"199713","NLRP7"
"199720","GGN"
"199731","CADM4"
"199745","THAP8"
"199746","U2AF1L4"
"199777","ZNF626"
"199786","FAM129C"
"199800","LOC199800"
"199834","LCE4A"
"199857","ALG14"
"199870","FAM76A"
"199897","LOC199897"
"199899","LOC199899"
"199920","C1orf168"
"199953","TMEM201"
"199964","TMEM61"
"199974","CYP4Z1"
"199990","C1orf86"
"200008","CDCP2"
"200010","SLC5A9"
"200014","CC2D1B"
"200030","RP11-94I2.2"
"200035","NUDT17"
"200081","TXLNA"
"200132","TCTEX1D1"
"200150","PLD5"
"200159","C1orf100"
"200162","SPAG17"
"200172","SLFNL1"
"200185","KRTCAP2"
"200186","CRTC2"
"200205","C1orf69"
"200232","C20orf106"
"200312","RNF215"
"200315","APOBEC3A"
"200316","APOBEC3F"
"200350","FOXD4L1"
"200373","hCG_17324"
"200403","VWA3B"
"200407","CREG2"
"200424","TET3"
"200493","LOC200493"
"200504","GKN2"
"200523","C2orf51"
"200539","ANKRD23"
"200558","APLF"
"200576","PIP5K3"
"200609","LOC200609"
"200634","KRTCAP3"
"200726","hCG_1657980"
"200728","TMEM17"
"200734","SPRED2"
"200765","TIGD1"
"200772","LOC200772"
"200810","LOC200810"
"200830","LOC200830"
"200844","C3orf67"
"200845","KCTD6"
"200860","DKFZp547K1610"
"200879","LIPH"
"200894","ARL13B"
"200895","DHFRL1"
"200909","HTR3D"
"200916","RPL22L1"
"200931","OSTalpha"
"200933","FBXO45"
"200942","KLHDC8B"
"200958","MUC20"
"200959","GABRR3"
"201134","CCDC46"
"201140","DHRS7C"
"201158","FAM18B2"
"201161","CENPV"
"201163","FLCN"
"201164","PLD6"
"201175","SH3D20"
"201176","ARHGAP27"
"201181","ZNF385C"
"201191","SAMD14"
"201229","LOC201229"
"201232","SLC16A13"
"201243","C17orf74"
"201254","STRA13"
"201255","LRRC45"
"201266","SLC39A11"
"201292","TRIM65"
"201294","UNC13D"
"201299","RDM1"
"201305","SPNS3"
"201456","FBXO15"
"201475","RAB12"
"201477","LOC201477"
"201501","ZBTB7C"
"201514","ZNF584"
"201516","ZSCAN4"
"201562","PTPLB"
"201595","STT3B"
"201617","LOC201617"
"201625","DNAH12"
"201626","PDE12"
"201627","FAM116A"
"201633","TIGIT"
"201725","C4orf46"
"201780","SLC10A4"
"201798","TIGD4"
"201799","TMEM154"
"201895","C4orf34"
"201931","TMEM192"
"201965","RWDD4A"
"201973","CCDC111"
"202018","TAPT1"
"202025","DKFZp667E0512"
"202051","LOC202051"
"202052","DNAJC18"
"202134","FAM153B"
"202151","RANBP3L"
"202243","CCDC125"
"202309","GAPT"
"202333","CMYA5"
"202374","STK32A"
"202451","LOC202451"
"202459","OSTCL"
"202500","TCTE1"
"202559","KHDRBS2"
"202658","TRIM39R"
"202781","LOC202781"
"202865","C7orf33"
"202915","TMEM184A"
"203054","ADCK5"
"203062","TSNARE1"
"203068","TUBB"
"203069","R3HCC1"
"203074","UNQ9391"
"203076","C8orf74"
"203100","HTRA4"
"203102","ADAM32"
"203107","LOC203107"
"203111","C8orf47"
"203190","LGI3"
"203197","C9orf91"
"203228","C9orf72"
"203238","C9orf93"
"203245","NAIF1"
"203259","C9orf25"
"203260","CCDC107"
"203274","LOC203274"
"203286","ANKS6"
"203328","SUSD3"
"203413","CXorf61"
"203427","SLC25A43"
"203430","ZCCHC5"
"203447","NRK"
"203510","LOC203510"
"203522","DDX26B"
"203523","ZNF449"
"203547","VMA21"
"203562","TMEM31"
"203569","PAGE2"
"203611","CDY2B"
"203859","ANO5"
"204219","LASS3"
"204474","PDILT"
"204801","NLRP11"
"204851","HIPK1"
"204962","SLC44A5"
"205147","FAM123C"
"205327","C2orf69"
"205428","C3orf58"
"205564","SENP5"
"205717","KIAA2018"
"205860","TRIML2"
"206338","LVRN"
"206358","SLC36A1"
"206412","C6orf163"
"207063","DHRSX"
"219285","SAMD9L"
"219287","FAM123A"
"219293","ATAD3C"
"219333","USP12"
"219347","LOC219347"
"219348","PLAC9"
"219402","MTIF3"
"219409","GSX1"
"219417","OR8U1"
"219428","OR4C16"
"219429","OR4C11"
"219431","OR4S2"
"219432","OR4C6"
"219436","OR5D14"
"219437","OR5L1"
"219438","OR5D18"
"219447","OR5AS1"
"219453","OR8K5"
"219464","OR5T2"
"219469","OR8H1"
"219473","OR8K3"
"219477","OR8J1"
"219479","OR5R1"
"219482","OR5M3"
"219484","OR5M8"
"219487","OR5M11"
"219493","OR5AR1"
"219527","LRRC55"
"219537","SMTNL1"
"219539","YPEL4"
"219541","MED19"
"219557","C7orf62"
"219578","ZNF804B"
"219595","PSMAL"
"219621","C10orf107"
"219623","TMEM26"
"219654","ZCCHC24"
"219670","C10orf63"
"219681","ARMC3"
"219688","LOC219688"
"219690","LOC219690"
"219699","UNC5B"
"219731","LOC219731"
"219736","STOX1"
"219738","C10orf35"
"219743","TYSND1"
"219749","ZNF25"
"219770","GJD4"
"219771","CCNY"
"219790","RTKN2"
"219793","C10orf27"
"219833","C11orf45"
"219844","HYLS1"
"219854","TMEM218"
"219855","SLC37A2"
"219858","OR8B12"
"219865","OR8G5"
"219869","OR10G8"
"219870","OR10G9"
"219873","OR10S1"
"219874","OR6T1"
"219875","OR4D5"
"219899","TBCEL"
"219902","TMEM136"
"219927","MRPL21"
"219928","MRGPRF"
"219931","TPCN2"
"219938","SPATA19"
"219952","OR6Q1"
"219954","OR9I1"
"219956","OR9Q1"
"219957","OR9Q2"
"219958","OR1S2"
"219959","OR1S1"
"219960","OR10Q1"
"219965","OR5B17"
"219968","OR5B21"
"219970","GLYATL2"
"219972","MPEG1"
"219981","OR5A2"
"219982","OR5A1"
"219983","OR4D6"
"219986","OR4D11"
"219988","PATL1"
"219990","PLAC1L"
"219995","MS4A15"
"220001","VWCE"
"220002","CYBASC3"
"220004","C11orf66"
"220032","GDPD4"
"220042","C11orf82"
"220047","CCDC83"
"220064","ORAOV1"
"220074","LRTOMT"
"220081","FLJ32682"
"220082","SPERT"
"220107","DLEU7"
"220108","FAM124A"
"220134","C18orf24"
"220136","CCDC11"
"220164","DOK6"
"220202","ATOH7"
"220213","OTUD1"
"220296","HEPACAM"
"220323","OAF"
"220359","TIGD3"
"220382","FAM181B"
"220388","CCDC89"
"220416","LRRC63"
"220441","RNF152"
"220869","CBWD5"
"220906","LOC220906"
"220929","ZNF438"
"220963","SLC16A9"
"220965","FAM13C"
"220972","MARCH8"
"220979","C10orf25"
"220980","LOC220980"
"220988","HNRNPA3"
"220992","ZNF485"
"221002","RASGEF1A"
"221016","CCDC7"
"221035","REEP3"
"221037","JMJD1C"
"221044","C10orf49"
"221060","C10orf111"
"221061","FAM171A1"
"221074","SLC39A12"
"221078","NSUN6"
"221079","ARL5B"
"221091","LRRN4CL"
"221092","HNRNPUL2"
"221120","ALKBH3"
"221143","N6AMT2"
"221150","C13orf3"
"221154","EFHA1"
"221178","SPATA13"
"221184","CPNE2"
"221188","GPR114"
"221191","KLKBL4"
"221223","CES7"
"221261","C6orf184"
"221264","AKD2"
"221294","NT5DC1"
"221301","FAM26D"
"221302","ZUFSP"
"221303","FAM162B"
"221322","C6orf170"
"221336","BEND6"
"221357","GSTA5"
"221391","OPN5"
"221393","GPR115"
"221395","GPR116"
"221400","TDRD6"
"221409","SPATS1"
"221416","C6orf223"
"221421","RSPH9"
"221424","C6orf154"
"221443","C6orf130"
"221458","KIF6"
"221468","TMEM217"
"221472","FGD2"
"221476","PI16"
"221477","C6orf89"
"221481","C6orf81"
"221491","C6orf1"
"221496","LEMD2"
"221504","ZBTB9"
"221527","ZBTB12"
"221545","C6orf136"
"221613","HIST1H2AA"
"221656","AOF1"
"221662","RBM24"
"221687","RNF182"
"221692","PHACTR1"
"221710","LOC221710"
"221711","SYCP2L"
"221718","C6orf218"
"221749","C6orf145"
"221756","MGC39372"
"221785","ZNF498"
"221786","C7orf38"
"221806","VWDE"
"221814","LOC221814"
"221823","PRPS1L1"
"221830","TWISTNB"
"221833","SP8"
"221895","JAZF1"
"221908","C7orf47"
"221914","GPC2"
"221927","C7orf27"
"221935","SDK1"
"221937","FOXK1"
"221938","MMD2"
"221955","DAGLB"
"221960","C7orf28B"
"221981","THSD7A"
"222008","VSTM2A"
"222068","TMED4"
"222070","LOC222070"
"222159","LOC222159"
"222166","C7orf41"
"222171","PRR15"
"222183","FLJ37078"
"222194","RSBN1L"
"222223","KIAA1324L"
"222229","LRWD1"
"222234","FAM185A"
"222235","FBXL13"
"222236","NAPEPLD"
"222255","ATXN7L1"
"222256","FLJ23834"
"222344","LOC222344"
"222389","BEND7"
"222484","LNX2"
"222487","GPR97"
"222521","C6orf224"
"222537","HS3ST5"
"222545","GPRC6A"
"222546","RFX6"
"222553","SLC35F1"
"222584","FAM83B"
"222611","GPR111"
"222642","BZRPL1"
"222643","UNC5CL"
"222658","KCTD20"
"222659","PXT1"
"222662","LHFPL5"
